Mortal	Immortal	Protein	nPeptide	log2FC	log2FC_SE	FDR	log_oddsDE
JFCF_6	JFCF_6_T_1_P_TEL	sp|P41250|GARS_HUMAN	7	0.615389	0.274883	0.0800385	0.683146
JFCF_6	JFCF_6_T_1_P_TEL	sp|P41252|SYIC_HUMAN	4	0.0967549	0.404978	0.884219	-6.35898
JFCF_6	JFCF_6_T_1_P_TEL	sp|P41567|EIF1_HUMAN	3	-0.763028	0.852013	0.787972	-4.89432
JFCF_6	JFCF_6_T_1_P_TEL	sp|P42167|LAP2B_HUMAN	2	-1.42759	0.741547	0.467709	-2.37866
JFCF_6	JFCF_6_T_1_P_TEL	sp|P42224|STAT1_HUMAN	7	0.018883	0.439225	0.889244	-6.72323
JFCF_6	JFCF_6_T_1_P_TEL	sp|P42704|LPPRC_HUMAN	2	-0.119474	0.605841	0.869661	-5.95895
JFCF_6	JFCF_6_T_1_P_TEL	sp|P42765|THIM_HUMAN	3	0.1634	0.145352	0.867878	-5.91621
JFCF_6	JFCF_6_T_1_P_TEL	sp|P42785|PCP_HUMAN	3	-0.271312	0.163072	0.835697	-5.55564
JFCF_6	JFCF_6_T_1_P_TEL	sp|P43034|LIS1_HUMAN	6	0.249967	0.378033	0.84427	-5.66066
JFCF_6	JFCF_6_T_1_P_TEL	sp|P43243|MATR3_HUMAN	9	-0.697566	0.538285	0.150008	-0.139177
JFCF_6	JFCF_6_T_1_P_TEL	sp|P43487|RANG_HUMAN	2	-1.62241	1.52472	0.72402	-4.25196
JFCF_6	JFCF_6_T_1_P_TEL	sp|P43686|PRS6B_HUMAN	3	-0.837325	0.439135	0.577821	-3.11266
JFCF_6	JFCF_6_T_1_P_TEL	sp|P45880|VDAC2_HUMAN	5	0.608449	0.459947	0.490259	-2.54941
JFCF_6	JFCF_6_T_1_P_TEL	sp|P45974|UBP5_HUMAN	7	-0.324282	0.323801	0.77103	-4.68841
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46060|RAGP1_HUMAN	8	-0.866161	0.807824	0.523527	-2.74392
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46063|RECQ1_HUMAN	4	0.160639	0.631803	0.883897	-6.33039
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46087|NOP2_HUMAN	4	-0.980673	0.481469	0.25002	-0.857155
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46109|CRKL_HUMAN	1	-0.905988	0.0836449	0.673596	-3.83286
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46459|NSF_HUMAN	7	-0.120493	0.442641	0.88507	-6.38055
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46734|MP2K3_HUMAN	2	-0.5635	0.0851426	0.79079	-4.93805
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46776|RL27A_HUMAN	1	-0.563712	1.64343	0.839278	-5.58576
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46782|RS5_HUMAN	8	-0.361662	0.601814	0.814831	-5.25991
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46821|MAP1B_HUMAN	15	1.14719	0.722542	6.92956e-05	7.56029
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46926|GNPI1_HUMAN	1	-0.982795	0.761687	0.739368	-4.36818
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46940|IQGA1_HUMAN	19	0.0732359	0.403177	0.890605	-6.93573
JFCF_6	JFCF_6_T_1_P_TEL	sp|P46977|STT3A_HUMAN	4	0.718692	0.461539	0.637361	-3.51228
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47755|CAZA2_HUMAN	8	0.447768	0.35923	0.62018	-3.40339
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47756|CAPZB_HUMAN	5	0.00501074	0.357354	0.887751	-6.54162
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47813|IF1AX_HUMAN	1	-0.513088	0.993359	0.833293	-5.53561
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47895|AL1A3_HUMAN	1	1.99448	1.47559	0.61563	-3.36852
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47897|SYQ_HUMAN	3	-0.736895	0.256763	0.535396	-2.83925
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47914|RL29_HUMAN	2	0.478878	0.180597	0.762859	-4.59767
JFCF_6	JFCF_6_T_1_P_TEL	sp|P47985|UCRI_HUMAN	2	-0.608431	0.500578	0.794547	-4.97571
JFCF_6	JFCF_6_T_1_P_TEL	sp|P48059|LIMS1_HUMAN	2	0.150575	0.073071	0.862224	-5.83315
JFCF_6	JFCF_6_T_1_P_TEL	sp|P48444|COPD_HUMAN	5	0.823481	0.35226	0.0453189	1.08438
JFCF_6	JFCF_6_T_1_P_TEL	sp|P48556|PSMD8_HUMAN	3	-0.903658	0.947347	0.761965	-4.58924
JFCF_6	JFCF_6_T_1_P_TEL	sp|P48643|TCPE_HUMAN	10	-0.471032	0.562806	0.669351	-3.80812
JFCF_6	JFCF_6_T_1_P_TEL	sp|P48735|IDHP_HUMAN	4	0.710367	0.495099	0.601319	-3.25962
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49023|PAXI_HUMAN	2	-0.628053	0.300995	0.771859	-4.69769
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49257|LMAN1_HUMAN	2	0.679679	1.12498	0.825642	-5.43013
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49327|FAS_HUMAN	14	-0.455563	0.560085	0.512916	-2.67902
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49368|TCPG_HUMAN	11	-0.222408	0.497603	0.861464	-5.82233
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49411|EFTU_HUMAN	9	-0.609723	0.483337	0.332826	-1.28313
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49458|SRP09_HUMAN	3	-0.363699	0.74975	0.867179	-5.89601
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49588|SYAC_HUMAN	6	-1.08424	0.459157	0.00571898	3.0899
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49589|SYCC_HUMAN	3	0.387011	0.180476	0.794211	-4.97475
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49591|SYSC_HUMAN	6	-0.608151	0.515796	0.575043	-3.1014
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49720|PSB3_HUMAN	3	-0.531781	0.429104	0.756458	-4.53936
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49721|PSB2_HUMAN	2	-0.424422	0.487646	0.82368	-5.40719
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49748|ACADV_HUMAN	6	0.455935	0.250629	0.595053	-3.22419
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49755|TMEDA_HUMAN	4	0.648802	0.503856	0.659616	-3.73249
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49792|RBP2_HUMAN	3	-0.703039	0.686057	0.774711	-4.72598
JFCF_6	JFCF_6_T_1_P_TEL	sp|P49821|NDUV1_HUMAN	2	0.556913	0.175924	0.784711	-4.83765
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50213|IDH3A_HUMAN	3	-0.484938	0.66495	0.827323	-5.44359
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50395|GDIB_HUMAN	9	0.580835	0.309569	0.0116092	2.85395
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50402|EMD_HUMAN	4	-0.162774	0.289871	0.875972	-6.06356
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50416|CPT1A_HUMAN	3	0.881928	0.440533	0.486293	-2.52184
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50454|SERPH_HUMAN	15	0.93941	0.723164	0.00290507	3.68144
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50502|F10A1_HUMAN	2	-1.20062	0.764539	0.633208	-3.48021
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50552|VASP_HUMAN	4	0.201245	0.404084	0.874734	-6.04547
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50990|TCPQ_HUMAN	9	-0.0552758	0.491046	0.89022	-6.86918
JFCF_6	JFCF_6_T_1_P_TEL	sp|P50991|TCPD_HUMAN	9	-0.572419	0.552085	0.414912	-2.06565
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51114|FXR1_HUMAN	1	-0.395563	0.711118	0.838033	-5.57969
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51571|SSRD_HUMAN	2	0.252747	0.69723	0.867319	-5.89793
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51572|BAP31_HUMAN	1	0.499782	0.320902	0.80384	-5.11766
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51610|HCFC1_HUMAN	2	-0.790791	0.448295	0.720978	-4.22204
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51659|DHB4_HUMAN	7	0.491254	0.512166	0.685697	-3.88723
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51858|HDGF_HUMAN	6	0.508703	0.465318	0.587276	-3.16597
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51911|CNN1_HUMAN	4	0.377081	0.137641	0.785444	-4.8447
JFCF_6	JFCF_6_T_1_P_TEL	sp|P51970|NDUA8_HUMAN	1	0.709428	0.19518	0.757393	-4.5421
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52209|6PGD_HUMAN	4	0.683774	0.275174	0.296626	-1.14541
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52272|HNRPM_HUMAN	11	-0.356209	0.648754	0.821674	-5.36517
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52292|IMA1_HUMAN	2	-1.36773	1.37063	0.764627	-4.61602
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52434|RPAB3_HUMAN	1	0.334085	0.902046	0.850934	-5.71613
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52597|HNRPF_HUMAN	4	-0.897876	0.590445	0.557573	-3.00249
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52788|SPSY_HUMAN	1	-0.115633	1.12623	0.864893	-5.87198
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52815|RM12_HUMAN	4	1.20058	0.735717	0.335675	-1.30524
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52907|CAZA1_HUMAN	3	-0.290899	0.658691	0.870468	-5.9711
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52926|HMGA2_HUMAN	1	1.47889	1.14007	0.668488	-3.80485
JFCF_6	JFCF_6_T_1_P_TEL	sp|P52943|CRIP2_HUMAN	5	0.855418	0.453153	0.349655	-1.37623
JFCF_6	JFCF_6_T_1_P_TEL	sp|P53004|BIEA_HUMAN	1	0.394528	0.277591	0.82218	-5.37454
JFCF_6	JFCF_6_T_1_P_TEL	sp|P53007|TXTP_HUMAN	3	0.796584	0.731501	0.721592	-4.22626
JFCF_6	JFCF_6_T_1_P_TEL	sp|P53396|ACLY_HUMAN	12	0.449972	0.387013	0.138846	-0.0647757
JFCF_6	JFCF_6_T_1_P_TEL	sp|P53618|COPB_HUMAN	3	-0.095116	0.263526	0.87908	-6.15582
JFCF_6	JFCF_6_T_1_P_TEL	sp|P53621|COPA_HUMAN	7	0.519283	0.218528	0.0481594	1.07378
JFCF_6	JFCF_6_T_1_P_TEL	sp|P53999|TCP4_HUMAN	1	0.984225	0.245221	0.597583	-3.23712
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54136|SYRC_HUMAN	2	-1.07885	0.327308	0.627889	-3.43242
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54577|SYYC_HUMAN	2	0.0401453	0.36576	0.87166	-5.99251
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54578|UBP14_HUMAN	2	-0.153964	0.415764	0.873343	-6.02204
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54687|BCAT1_HUMAN	2	0.58637	0.490151	0.795216	-4.98999
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54709|AT1B3_HUMAN	4	0.618038	0.412311	0.480238	-2.48486
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54727|RD23B_HUMAN	2	-0.662467	0.401845	0.722811	-4.22813
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54819|KAD2_HUMAN	6	-0.554672	0.457161	0.632156	-3.47338
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54886|P5CS_HUMAN	14	0.596102	0.54429	0.157362	-0.188854
JFCF_6	JFCF_6_T_1_P_TEL	sp|P54920|SNAA_HUMAN	3	-0.0368918	0.294931	0.876945	-6.10242
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55010|IF5_HUMAN	5	-1.06148	0.620043	0.146303	-0.126481
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55036|PSMD4_HUMAN	3	-0.713252	0.302497	0.488281	-2.54886
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55060|XPO2_HUMAN	6	-0.541999	0.77216	0.8129	-5.23938
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55072|TERA_HUMAN	11	0.175961	0.538631	0.885595	-6.38843
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55084|ECHB_HUMAN	7	0.73726	0.361368	0.0740787	0.742218
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55285|CADH6_HUMAN	2	0.165558	0.149969	0.858816	-5.78425
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55290|CAD13_HUMAN	4	0.456784	0.472717	0.795881	-4.99638
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55769|NH2L1_HUMAN	3	-1.12506	0.612869	0.355096	-1.39748
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55786|PSA_HUMAN	4	-0.203628	0.341879	0.869796	-5.96045
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55795|HNRH2_HUMAN	1	0.430255	0.396633	0.82091	-5.3557
JFCF_6	JFCF_6_T_1_P_TEL	sp|P55884|EIF3B_HUMAN	7	-0.425705	0.494085	0.743596	-4.42946
JFCF_6	JFCF_6_T_1_P_TEL	sp|P56182|RRP1_HUMAN	2	-0.962071	0.63772	0.653117	-3.69505
JFCF_6	JFCF_6_T_1_P_TEL	sp|P57105|SYJ2B_HUMAN	1	0.549271	0.154813	0.795549	-4.9928
JFCF_6	JFCF_6_T_1_P_TEL	sp|P57740|NU107_HUMAN	2	-0.894647	0.499421	0.694746	-3.95548
JFCF_6	JFCF_6_T_1_P_TEL	sp|P58546|MTPN_HUMAN	2	-0.166624	0.844775	0.879313	-6.1636
JFCF_6	JFCF_6_T_1_P_TEL	sp|P59998|ARPC4_HUMAN	3	1.64271	1.27302	0.537047	-2.86245
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60033|CD81_HUMAN	3	0.528108	0.374563	0.767659	-4.62959
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60059|SC61G_HUMAN	1	0.651428	0.124924	0.771445	-4.69135
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60174|TPIS_HUMAN	7	-0.0930416	0.509318	0.888949	-6.66721
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60228|EIF3E_HUMAN	3	-0.273084	0.140633	0.828503	-5.46752
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60468|SC61B_HUMAN	2	1.11194	1.07238	0.747696	-4.48255
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60660|MYL6_HUMAN	3	0.770216	0.565342	0.664109	-3.74852
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60842|IF4A1_HUMAN	5	-0.533727	0.871752	0.83013	-5.48765
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60953|CDC42_HUMAN	5	0.212763	0.492927	0.877784	-6.11811
JFCF_6	JFCF_6_T_1_P_TEL	sp|P60981|DEST_HUMAN	3	0.839522	0.465895	0.381731	-1.78034
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61006|RAB8A_HUMAN	1	-0.240587	0.526391	0.845802	-5.66991
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61009|SPCS3_HUMAN	3	0.766859	0.429921	0.52004	-2.72144
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61020|RAB5B_HUMAN	1	0.233895	0.221672	0.842903	-5.64483
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61026|RAB10_HUMAN	2	-0.507595	0.294874	0.753124	-4.51613
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61088|UBE2N_HUMAN	2	-0.236485	0.229537	0.855733	-5.75738
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61106|RAB14_HUMAN	1	0.639132	0.366786	0.775513	-4.73304
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61158|ARP3_HUMAN	3	0.189462	0.498995	0.876703	-6.08966
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61160|ARP2_HUMAN	5	-0.403236	0.329109	0.763746	-4.60718
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61247|RS3A_HUMAN	3	-0.436145	0.784006	0.850043	-5.70815
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61289|PSME3_HUMAN	4	-0.630636	0.721901	0.776705	-4.73755
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61353|RL27_HUMAN	1	-1.10025	0.187809	0.5912	-3.19572
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61421|VA0D1_HUMAN	2	0.811706	0.415152	0.718494	-4.21484
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61513|RL37A_HUMAN	2	-0.2931	0.976143	0.869931	-5.96357
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61586|RHOA_HUMAN	2	-0.0707931	0.561548	0.880691	-6.21133
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61604|CH10_HUMAN	1	-0.0378278	0.762748	0.866188	-5.88485
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61923|COPZ1_HUMAN	2	-0.100878	0.497557	0.878846	-6.14631
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61956|SUMO2_HUMAN	1	-0.884237	1.24842	0.80626	-5.15624
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61970|NTF2_HUMAN	3	-0.248053	0.574228	0.874983	-6.04838
JFCF_6	JFCF_6_T_1_P_TEL	sp|P61978|HNRPK_HUMAN	14	-0.894295	0.508104	9.26894e-06	10.5574
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62070|RRAS2_HUMAN	2	-0.332188	0.766488	0.867038	-5.89047
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62081|RS7_HUMAN	4	-0.0145608	0.754141	0.888153	-6.57936
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62140|PP1B_HUMAN	1	0.141105	0.527567	0.855567	-5.75259
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62191|PRS4_HUMAN	7	-0.236121	0.416077	0.861311	-5.81482
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62195|PRS8_HUMAN	8	0.29786	0.56538	0.856064	-5.76354
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62241|RS8_HUMAN	8	-0.293997	0.374127	0.788328	-4.89555
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62244|RS15A_HUMAN	4	0.0414345	0.880446	0.887041	-6.48338
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62249|RS16_HUMAN	5	0.714402	1.26393	0.833736	-5.53867
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62269|RS18_HUMAN	4	-0.852796	0.78085	0.660524	-3.73781
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62306|RUXF_HUMAN	1	-0.956867	1.02454	0.780206	-4.79449
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62308|RUXG_HUMAN	1	-0.735225	0.636702	0.78097	-4.79643
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62314|SMD1_HUMAN	4	-0.26781	0.519454	0.868431	-5.93024
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62316|SMD2_HUMAN	5	-0.735764	0.750112	0.68801	-3.90898
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62318|SMD3_HUMAN	5	-2.13371	1.14123	0.0563876	1.00594
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62333|PRS10_HUMAN	10	-0.195258	0.632551	0.886322	-6.4368
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62424|RL7A_HUMAN	2	0.0274916	0.52828	0.881368	-6.23029
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62495|ERF1_HUMAN	3	-1.13285	0.448388	0.110022	0.229041
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62736|ACTA_HUMAN	6	-0.036452	1.32846	0.888751	-6.64167
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62750|RL23A_HUMAN	5	-0.450876	0.483899	0.731058	-4.28783
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62753|RS6_HUMAN	4	-0.259752	0.626619	0.876582	-6.08767
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62805|H4_HUMAN	7	0.181428	0.97824	0.887448	-6.52586
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62820|RAB1A_HUMAN	3	0.855904	0.480616	0.593776	-3.2197
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62829|RL23_HUMAN	2	-0.858528	0.819398	0.770196	-4.67803
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62834|RAP1A_HUMAN	1	0.715141	0.469814	0.765936	-4.62253
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62841|RS15_HUMAN	4	-0.181019	0.720102	0.883789	-6.32592
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62847|RS24_HUMAN	2	-0.601691	0.297922	0.712086	-4.16023
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62851|RS25_HUMAN	1	0.0957296	0.832731	0.858178	-5.78186
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62854|RS26_HUMAN	1	-0.792541	0.563748	0.765065	-4.61609
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62879|GBB2_HUMAN	1	0.419987	0.0995085	0.813733	-5.24196
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62888|RL30_HUMAN	6	-0.16702	0.561883	0.88528	-6.38222
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62899|RL31_HUMAN	1	0.0959801	0.73922	0.864601	-5.86962
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62906|RL10A_HUMAN	3	0.638056	0.302197	0.538689	-2.86621
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62917|RL8_HUMAN	3	0.212174	0.143662	0.841713	-5.62422
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62937|PPIA_HUMAN	12	-0.368364	0.832462	0.853029	-5.73449
JFCF_6	JFCF_6_T_1_P_TEL	sp|P62942|FKB1A_HUMAN	3	0.328471	0.709763	0.868293	-5.92575
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63000|RAC1_HUMAN	2	0.429119	0.341923	0.807153	-5.16258
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63010|AP2B1_HUMAN	7	0.442084	0.263943	0.338512	-1.33088
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63098|CANB1_HUMAN	3	-0.367563	0.428525	0.829204	-5.47523
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63104|1433Z_HUMAN	7	-0.632585	0.479682	0.389732	-1.7937
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63167|DYL1_HUMAN	2	-0.241984	0.975959	0.8702	-5.96791
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63172|DYLT1_HUMAN	2	-0.654279	0.342682	0.780589	-4.7952
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63208|SKP1_HUMAN	2	-0.222596	0.758515	0.875232	-6.05486
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63220|RS21_HUMAN	5	-0.741069	0.445064	0.357787	-1.4064
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63241|IF5A1_HUMAN	7	-0.283676	0.849154	0.883356	-6.30646
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63244|RACK1_HUMAN	8	-0.464061	0.52423	0.665872	-3.7894
JFCF_6	JFCF_6_T_1_P_TEL	sp|P63261|ACTG_HUMAN	4	0.871275	0.450133	0.441223	-2.15248
JFCF_6	JFCF_6_T_1_P_TEL	sp|P67775|PP2AA_HUMAN	1	-1.67352	1.20242	0.634255	-3.49508
JFCF_6	JFCF_6_T_1_P_TEL	sp|P67809|YBOX1_HUMAN	4	-0.483961	0.494184	0.761515	-4.57198
JFCF_6	JFCF_6_T_1_P_TEL	sp|P67936|TPM4_HUMAN	6	0.915942	0.560994	0.236087	-0.785096
JFCF_6	JFCF_6_T_1_P_TEL	sp|P68036|UB2L3_HUMAN	1	0.631115	0.198079	0.762413	-4.59102
JFCF_6	JFCF_6_T_1_P_TEL	sp|P68104|EF1A1_HUMAN	10	-0.317997	0.88068	0.880463	-6.20748
JFCF_6	JFCF_6_T_1_P_TEL	sp|P68133|ACTS_HUMAN	7	0.127015	0.233678	0.879429	-6.16441
JFCF_6	JFCF_6_T_1_P_TEL	sp|P68371|TBB4B_HUMAN	1	-0.815721	0.445498	0.724621	-4.25278
JFCF_6	JFCF_6_T_1_P_TEL	sp|P78344|IF4G2_HUMAN	7	-0.636953	0.658881	0.674433	-3.8377
JFCF_6	JFCF_6_T_1_P_TEL	sp|P78346|RPP30_HUMAN	2	-1.17044	0.711344	0.646383	-3.5906
JFCF_6	JFCF_6_T_1_P_TEL	sp|P78347|GTF2I_HUMAN	4	-1.86382	0.624507	0.0398175	1.22732
JFCF_6	JFCF_6_T_1_P_TEL	sp|P78371|TCPB_HUMAN	14	-0.781203	0.419668	2.87105e-05	8.62136
JFCF_6	JFCF_6_T_1_P_TEL	sp|P78527|PRKDC_HUMAN	10	-0.137503	0.420881	0.886219	-6.42554
JFCF_6	JFCF_6_T_1_P_TEL	sp|P78559|MAP1A_HUMAN	4	0.600957	0.170647	0.54673	-2.93403
JFCF_6	JFCF_6_T_1_P_TEL	sp|P80303|NUCB2_HUMAN	8	0.845417	0.365492	0.00110134	5.40166
JFCF_6	JFCF_6_T_1_P_TEL	sp|P80723|BASP1_HUMAN	11	0.306219	0.51397	0.792515	-4.95353
JFCF_6	JFCF_6_T_1_P_TEL	sp|P82932|RT06_HUMAN	1	-0.434791	0.967945	0.841513	-5.62399
JFCF_6	JFCF_6_T_1_P_TEL	sp|P84090|ERH_HUMAN	1	-0.0304585	0.472529	0.866331	-5.88496
JFCF_6	JFCF_6_T_1_P_TEL	sp|P84095|RHOG_HUMAN	2	0.113557	0.468859	0.873215	-6.01461
JFCF_6	JFCF_6_T_1_P_TEL	sp|P84098|RL19_HUMAN	2	0.0822102	0.604456	0.87966	-6.1693
JFCF_6	JFCF_6_T_1_P_TEL	sp|P98082|DAB2_HUMAN	3	-0.0289394	0.560747	0.885908	-6.40703
JFCF_6	JFCF_6_T_1_P_TEL	sp|P98179|RBM3_HUMAN	2	-1.82628	1.30354	0.598836	-3.242
JFCF_6	JFCF_6_T_1_P_TEL	sp|P99999|CYC_HUMAN	3	0.579831	0.422321	0.705386	-4.0983
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q00325|MPCP_HUMAN	4	-0.228581	0.430592	0.869254	-5.95711
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q00341|VIGLN_HUMAN	4	0.421962	0.393688	0.766369	-4.62377
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q00610|CLH1_HUMAN	21	0.911878	0.666962	1.1128e-05	10.5118
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q00688|FKBP3_HUMAN	2	-0.518548	0.509236	0.809203	-5.17789
