Mortal	Immortal	Protein	nPeptide	log2FC	log2FC_SE	FDR	log_oddsDE
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q00839|HNRPU_HUMAN	11	-0.73356	0.723577	0.400054	-1.82377
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01081|U2AF1_HUMAN	2	-0.0749433	0.922521	0.871528	-5.9906
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01082|SPTB2_HUMAN	25	0.544052	0.333019	3.99561e-10	15.9063
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01085|TIAR_HUMAN	3	-0.852145	0.271935	0.417413	-2.0718
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01105|SET_HUMAN	4	-0.625443	0.531778	0.676916	-3.84856
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01130|SRSF2_HUMAN	2	-0.479381	1.05394	0.861004	-5.81103
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01469|FABP5_HUMAN	4	-1.54863	0.503348	0.0150504	2.48381
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01518|CAP1_HUMAN	9	0.986702	0.460044	1.60983e-05	8.69469
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01813|PFKAP_HUMAN	3	0.190058	0.267518	0.868981	-5.94309
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01844|EWS_HUMAN	2	-0.557502	0.624486	0.808913	-5.17767
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q01995|TAGL_HUMAN	9	1.79983	1.44244	0.199724	-0.618129
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02218|ODO1_HUMAN	4	0.332894	0.115459	0.792172	-4.95244
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02790|FKBP4_HUMAN	4	-0.57599	1.0256	0.843296	-5.6527
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02809|PLOD1_HUMAN	6	1.24506	0.610336	0.012418	2.80733
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02818|NUCB1_HUMAN	2	0.882546	0.377279	0.636331	-3.51226
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02878|RL6_HUMAN	3	-0.169017	0.827635	0.882481	-6.28953
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02952|AKA12_HUMAN	6	0.61376	0.199841	0.127743	0.0486332
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q02978|M2OM_HUMAN	1	0.706048	0.344965	0.768511	-4.65078
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q03001|DYST_HUMAN	2	0.666493	0.544138	0.786895	-4.86503
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q03252|LMNB2_HUMAN	9	-1.09775	0.681386	0.0132423	2.77977
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q04637|IF4G1_HUMAN	11	-0.521941	0.569708	0.525254	-2.74662
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q04760|LGUL_HUMAN	1	-0.806197	0.660006	0.770614	-4.68403
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q04837|SSBP_HUMAN	3	-0.525283	0.262319	0.70401	-4.08729
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q04917|1433F_HUMAN	4	0.118113	0.395329	0.883465	-6.30839
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q05639|EF1A2_HUMAN	2	-1.09188	0.532528	0.471932	-2.4668
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q05682|CALD1_HUMAN	12	1.80265	1.22846	0.000916117	5.54996
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q06210|GFPT1_HUMAN	3	0.198873	0.362665	0.869117	-5.94585
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q06323|PSME1_HUMAN	6	-0.474037	0.325306	0.563544	-3.0444
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q06830|PRDX1_HUMAN	1	-0.491961	1.57109	0.841313	-5.62384
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07020|RL18_HUMAN	3	0.43515	0.296804	0.760157	-4.56469
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07065|CKAP4_HUMAN	11	1.52645	0.880919	0.000484312	5.99183
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07666|KHDR1_HUMAN	3	-0.171373	0.666588	0.881256	-6.23007
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07812|BAX_HUMAN	1	0.040943	0.376036	0.865759	-5.8823
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07866|KLC1_HUMAN	5	0.318697	0.378981	0.805661	-5.13667
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07954|LRP1_HUMAN	3	0.529	0.14443	0.751178	-4.50558
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q07955|SRSF1_HUMAN	6	-0.665881	0.456479	0.273645	-1.04406
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q08211|DHX9_HUMAN	13	-0.397879	0.581265	0.709441	-4.14377
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q08379|GOGA2_HUMAN	3	-0.358287	0.115275	0.808622	-5.17571
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q08431|MFGM_HUMAN	3	0.353663	0.651484	0.859133	-5.79362
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q08945|SSRP1_HUMAN	1	-0.674112	1.17579	0.818316	-5.32573
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q09028|RBBP4_HUMAN	2	-1.05998	0.905087	0.719742	-4.2192
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q09666|AHNK_HUMAN	34	0.136486	0.491334	0.878963	-6.15172
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q0ZGT2|NEXN_HUMAN	2	0.666856	0.362366	0.701215	-4.08088
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q10713|MPPA_HUMAN	1	0.182939	0.17139	0.849323	-5.70089
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12765|SCRN1_HUMAN	3	-0.907965	0.507438	0.583275	-3.15975
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12792|TWF1_HUMAN	3	-0.402552	0.561398	0.832625	-5.52849
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12797|ASPH_HUMAN	6	0.677055	0.334431	0.0619787	0.916513
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12874|SF3A3_HUMAN	6	-1.08219	0.527083	0.0679269	0.762809
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12884|SEPR_HUMAN	2	1.08815	0.165765	0.443497	-2.1623
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12905|ILF2_HUMAN	5	0.177109	0.509125	0.882591	-6.29085
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12906|ILF3_HUMAN	8	-0.695587	0.754849	0.654999	-3.70821
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q12931|TRAP1_HUMAN	2	-1.20038	0.770282	0.614476	-3.36162
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13151|ROA0_HUMAN	3	-1.13014	0.477337	0.176492	-0.432021
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13155|AIMP2_HUMAN	3	0.0914915	0.106372	0.88012	-6.18702
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13177|PAK2_HUMAN	2	-0.120422	0.631341	0.878494	-6.14237
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13185|CBX3_HUMAN	3	-1.72583	1.42735	0.644415	-3.5893
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13200|PSMD2_HUMAN	11	-0.580082	0.509524	0.184241	-0.508917
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13242|SRSF9_HUMAN	4	-1.42028	0.544728	0.135102	-0.0529161
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13263|TIF1B_HUMAN	11	-0.742139	0.837047	0.518276	-2.71906
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13283|G3BP1_HUMAN	5	-1.11023	0.70942	0.18033	-0.499293
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13310|PABP4_HUMAN	3	-0.620425	0.852635	0.814558	-5.25523
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13347|EIF3I_HUMAN	2	-0.221853	0.52712	0.870601	-5.97457
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13409|DC1I2_HUMAN	2	0.176384	0.605148	0.870334	-5.96913
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13418|ILK_HUMAN	2	0.38178	0.18317	0.81234	-5.23393
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13428|TCOF_HUMAN	3	-1.96947	0.543005	0.0280021	1.65792
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13435|SF3B2_HUMAN	5	-1.02999	0.479515	0.106426	0.237703
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13488|VPP3_HUMAN	2	-0.820654	0.211934	0.681767	-3.86912
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13492|PICAL_HUMAN	5	0.643384	0.517076	0.608599	-3.33802
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13501|SQSTM_HUMAN	4	-0.864247	0.49954	0.424774	-2.08632
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13526|PIN1_HUMAN	2	0.454034	0.462702	0.818053	-5.3185
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13541|4EBP1_HUMAN	1	-0.35883	0.576601	0.833071	-5.53271
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13561|DCTN2_HUMAN	3	0.227905	0.43346	0.869525	-5.95726
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13564|ULA1_HUMAN	2	-0.554715	0.455947	0.790092	-4.92296
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13641|TPBG_HUMAN	2	0.470789	0.519288	0.819623	-5.33638
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13740|CD166_HUMAN	2	0.135208	0.313559	0.873853	-6.03044
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13813|SPTN1_HUMAN	23	0.564203	0.372307	9.87405e-08	12.5194
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q13838|DX39B_HUMAN	4	-0.655046	0.489573	0.559081	-3.00267
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14008|CKAP5_HUMAN	5	-0.546406	0.743228	0.817789	-5.31195
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14061|COX17_HUMAN	1	-0.729836	1.03118	0.811778	-5.22957
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14108|SCRB2_HUMAN	3	-0.0246865	0.407736	0.882811	-6.29342
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14152|EIF3A_HUMAN	7	-0.135673	0.299733	0.881593	-6.23975
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14157|UBP2L_HUMAN	5	0.260358	0.648483	0.876216	-6.08021
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14165|MLEC_HUMAN	3	0.144455	0.532122	0.876824	-6.10198
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14192|FHL2_HUMAN	4	1.0379	0.845005	0.596322	-3.23137
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14195|DPYL3_HUMAN	6	-0.470958	0.71286	0.815647	-5.27553
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14203|DCTN1_HUMAN	5	-0.179376	0.377144	0.877186	-6.10749
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14204|DYHC1_HUMAN	11	0.185669	0.291142	0.815104	-5.27064
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14240|IF4A2_HUMAN	4	0.711457	0.501023	0.545145	-2.89841
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14247|SRC8_HUMAN	3	0.0478864	0.369913	0.881481	-6.23782
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14254|FLOT2_HUMAN	5	0.438946	0.173561	0.52179	-2.72925
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14315|FLNC_HUMAN	18	0.100129	0.505428	0.890316	-6.89376
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14318|FKBP8_HUMAN	2	-0.448435	0.0408131	0.800098	-5.04637
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14444|CAPR1_HUMAN	3	-0.181646	0.565911	0.877426	-6.10991
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14498|RBM39_HUMAN	3	-0.602153	0.380505	0.70607	-4.10131
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14644|RASA3_HUMAN	1	0.0169339	0.429889	0.85929	-5.79575
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14677|EPN4_HUMAN	3	-0.179155	0.61438	0.874106	-6.03374
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14690|RRP5_HUMAN	2	-0.935891	0.801543	0.73883	-4.36717
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14697|GANAB_HUMAN	12	0.826029	0.614015	0.0185242	2.31287
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14764|MVP_HUMAN	22	0.81952	0.679104	0.00164214	4.72984
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14789|GOGB1_HUMAN	2	-0.689593	0.112004	0.760611	-4.56985
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14914|PTGR1_HUMAN	4	0.199246	0.225621	0.853544	-5.74036
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14974|IMB1_HUMAN	10	-0.422516	0.624349	0.764187	-4.61487
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14978|NOLC1_HUMAN	1	-0.167294	0.560798	0.853373	-5.73691
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q14980|NUMA1_HUMAN	2	-0.948743	0.678905	0.715327	-4.1931
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15008|PSMD6_HUMAN	4	0.290565	0.451749	0.851287	-5.72017
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15019|SEPT2_HUMAN	4	0.23404	0.264526	0.846932	-5.6854
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15029|U5S1_HUMAN	10	-0.688623	0.519674	0.232569	-0.750905
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15046|SYK_HUMAN	3	-0.403858	0.571912	0.834176	-5.54457
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15056|IF4H_HUMAN	3	-1.04335	0.597143	0.53206	-2.82627
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15075|EEA1_HUMAN	7	0.607761	0.27775	0.037171	1.25157
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15084|PDIA6_HUMAN	16	0.519939	0.43875	0.0213177	2.01512
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15121|PEA15_HUMAN	3	0.317847	0.561469	0.86023	-5.80407
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15149|PLEC_HUMAN	27	0.617783	0.653321	0.00147367	4.88015
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15181|IPYR_HUMAN	10	-0.800526	0.625125	0.0890365	0.524745
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15233|NONO_HUMAN	6	-1.44632	0.689558	0.0321681	1.36278
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15287|RNPS1_HUMAN	1	-1.4895	1.57673	0.755514	-4.53633
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15293|RCN1_HUMAN	2	0.339575	0.310047	0.824666	-5.41703
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15363|TMED2_HUMAN	2	1.30714	0.589475	0.434283	-2.12268
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15365|PCBP1_HUMAN	2	-0.761218	0.445216	0.645402	-3.58992
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15366|PCBP2_HUMAN	1	-1.20035	0.504541	0.556054	-2.99788
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15369|ELOC_HUMAN	1	0.334791	0.678478	0.843882	-5.65521
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15370|ELOB_HUMAN	1	0.587953	1.1995	0.827084	-5.443
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15393|SF3B3_HUMAN	5	-0.309874	0.498338	0.850579	-5.71177
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15397|PUM3_HUMAN	2	-0.882594	0.617996	0.731628	-4.28799
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15404|RSU1_HUMAN	3	-0.018179	0.351468	0.877306	-6.10878
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15417|CNN3_HUMAN	5	0.448308	0.470228	0.773903	-4.71805
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15428|SF3A2_HUMAN	1	-0.226238	1.27337	0.862526	-5.83791
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15436|SC23A_HUMAN	4	0.36879	0.25052	0.78135	-4.79768
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15459|SF3A1_HUMAN	2	-0.864595	0.989526	0.798173	-5.02339
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15631|TSN_HUMAN	3	-0.361319	0.18806	0.804755	-5.13108
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15691|MARE1_HUMAN	5	-0.608881	0.357952	0.530372	-2.82211
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15717|ELAV1_HUMAN	3	-0.496431	0.6827	0.82014	-5.34687
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15758|AAAT_HUMAN	2	-0.182167	0.362543	0.867738	-5.90942
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q15942|ZYX_HUMAN	9	0.0123697	0.500827	0.890509	-6.93296
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16181|SEPT7_HUMAN	4	0.769433	0.415861	0.38709	-1.79283
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16186|ADRM1_HUMAN	2	-0.690934	0.239798	0.667621	-3.80295
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16401|PSMD5_HUMAN	3	-0.919626	0.55502	0.570803	-3.0898
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16531|DDB1_HUMAN	6	-0.616605	0.4742	0.543548	-2.89602
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16543|CDC37_HUMAN	1	-0.790708	0.830525	0.789742	-4.90946
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16555|DPYL2_HUMAN	10	0.543126	0.516807	0.452511	-2.28488
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16629|SRSF7_HUMAN	3	-0.254622	0.474703	0.866615	-5.88638
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16630|CPSF6_HUMAN	3	-0.519679	0.633449	0.813178	-5.23974
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16643|DREB_HUMAN	3	0.217538	0.218112	0.860695	-5.80888
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16647|PTGIS_HUMAN	3	-0.541912	0.205835	0.736655	-4.34503
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16658|FSCN1_HUMAN	3	0.603083	0.789802	0.806856	-5.15782
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16666|IF16_HUMAN	3	-0.299101	0.653481	0.867599	-5.90866
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16698|DECR_HUMAN	3	0.97561	0.409401	0.26703	-0.948969
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16777|H2A2C_HUMAN	3	-0.838519	0.527213	0.656861	-3.7215
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16795|NDUA9_HUMAN	2	0.796489	0.126398	0.722203	-4.2277
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16836|HCDH_HUMAN	1	-0.186585	0.156089	0.848412	-5.69649
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16851|UGPA_HUMAN	2	0.352086	0.70803	0.855234	-5.74989
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q16891|MIC60_HUMAN	4	0.037121	0.401613	0.886426	-6.44052
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q1KMD3|HNRL2_HUMAN	6	-0.554516	0.382431	0.445752	-2.24915
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q32MZ4|LRRF1_HUMAN	3	0.350377	0.455604	0.831952	-5.50763
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q32P28|P3H1_HUMAN	4	0.894333	0.532178	0.461292	-2.33493
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q4G0F5|VP26B_HUMAN	2	-0.113744	0.058317	0.862375	-5.83678
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q53EP0|FND3B_HUMAN	2	-0.112112	0.0618045	0.868569	-5.9318
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q53GQ0|DHB12_HUMAN	4	0.541361	0.344627	0.588592	-3.17893
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q53H12|AGK_HUMAN	3	0.119854	0.429089	0.877545	-6.11551
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q53TN4|CYBR1_HUMAN	1	0.731455	0.690573	0.787255	-4.89031
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q562R1|ACTBL_HUMAN	12	0.705403	0.712632	0.318196	-1.2261
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q58FF7|H90B3_HUMAN	1	-0.177262	1.32087	0.863719	-5.85867
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5JPE7|NOMO2_HUMAN	9	0.889112	0.45471	0.00130956	4.94714
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5JTJ3|COA6_HUMAN	1	-0.200171	0.785282	0.852857	-5.72955
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5JTV8|TOIP1_HUMAN	3	-0.579293	0.529375	0.774308	-4.72028
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5JWF2|GNAS1_HUMAN	2	-0.0350142	0.0696481	0.87548	-6.05764
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5SRE5|NU188_HUMAN	1	-0.487608	1.21846	0.835482	-5.55537
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5SSJ5|HP1B3_HUMAN	6	-0.279232	0.40087	0.826606	-5.43954
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q5T4S7|UBR4_HUMAN	2	-0.651551	0.164551	0.77309	-4.70481
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q63ZY3|KANK2_HUMAN	2	-0.091308	0.354062	0.870066	-5.96475
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6DD88|ATLA3_HUMAN	6	0.587801	0.372036	0.346911	-1.3508
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6DKI1|RL7L_HUMAN	2	-0.112712	0.459656	0.873087	-6.01455
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6DKJ4|NXN_HUMAN	2	-0.0224761	0.261313	0.868844	-5.93812
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6EMK4|VASN_HUMAN	1	0.360431	0.865198	0.840098	-5.60083
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6FI81|CPIN1_HUMAN	2	-1.37015	0.48018	0.315193	-1.21735
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6IAA8|LTOR1_HUMAN	2	0.0294081	0.127237	0.871791	-5.99454
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6NUQ4|TM214_HUMAN	1	0.211167	0.0654665	0.844656	-5.66561
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6NVY1|HIBCH_HUMAN	2	0.268608	0.239971	0.84504	-5.66658
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6NZI2|CAVN1_HUMAN	11	0.0135847	0.5039	0.890413	-6.9182
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6P1L8|RM14_HUMAN	1	-0.522496	0.769387	0.823182	-5.40033
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6P2Q9|PRP8_HUMAN	4	-0.653822	0.596045	0.732761	-4.31035
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6P9B6|TLDC1_HUMAN	1	1.14873	0.897456	0.711429	-4.15898
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6PIU2|NCEH1_HUMAN	3	-0.449281	0.143008	0.754086	-4.52411
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6PJT7|ZC3HE_HUMAN	2	-1.54649	0.169061	0.368445	-1.53885
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q6UVK1|CSPG4_HUMAN	5	-0.614792	0.314415	0.431932	-2.11704
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q70UQ0|IKIP_HUMAN	4	1.06759	0.343714	0.0107707	2.85601
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q71RC2|LARP4_HUMAN	1	-0.449466	0.790048	0.832848	-5.53257
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q71UM5|RS27L_HUMAN	1	0.612134	0.761966	0.811495	-5.22348
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q7KZF4|SND1_HUMAN	10	-0.250779	0.483956	0.844463	-5.66422
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q7L014|DDX46_HUMAN	2	-1.40303	0.891719	0.576437	-3.10764
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q7L2H7|EIF3M_HUMAN	4	0.164698	0.715274	0.88454	-6.36904
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q7Z2W4|ZCCHV_HUMAN	4	-0.346544	0.387793	0.812059	-5.23353
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q7Z478|DHX29_HUMAN	2	0.242114	0.120586	0.844848	-5.66592
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q7Z4V5|HDGR2_HUMAN	1	-1.15218	1.09852	0.748701	-4.48928
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86TI2|DPP9_HUMAN	1	-0.109874	0.603296	0.864015	-5.85927
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86UE4|LYRIC_HUMAN	5	0.226089	0.255775	0.850757	-5.71349
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86UP2|KTN1_HUMAN	11	0.487192	0.335614	0.0648102	0.780825
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86V81|THOC4_HUMAN	2	-0.783095	1.0211	0.807448	-5.1642
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86VP6|CAND1_HUMAN	12	0.653048	0.35379	0.00120399	5.33571
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86VS8|HOOK3_HUMAN	1	0.711401	0.233411	0.759243	-4.55744
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q86Y82|STX12_HUMAN	3	-0.0434763	0.107524	0.871133	-5.98908
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q8IVF2|AHNK2_HUMAN	2	0.888224	0.584676	0.690288	-3.9198
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q8IVL6|P3H3_HUMAN	2	-0.554363	0.0252684	0.792856	-4.957
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q8IYD1|ERF3B_HUMAN	1	0.0221559	0.783273	0.866756	-5.88665
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q8IZ07|AN13A_HUMAN	1	-0.0959332	0.121389	0.856557	-5.7695
JFCF_6	JFCF_6_T_1_P_TEL	sp|Q8IZV5|RDH10_HUMAN	3	0.550701	0.144961	0.741499	-4.39174
